region,timezone,language,package,hours_use,sum_length,is_paid
FR,1,en,GPU_5P,0,53,1
DK,2,en,GPU_3A,0,26,1
MX,-5,es,GPU_3A,1,72,1
VN,7,en,CPU_1,3,25,0
AL,7,vi,GPU_3A,1,27,0
VN,7,vi,GPU_3A,2,78,1
EG,2,en,GPU_3A,1,345,1
VN,7,en,GPU_3A,2,127,1
FR,1,fr,GPU_3A,1,85,1
VN,7,vi,GPU_3A,0,66,1
VN,7,en,GPU_3A,2,72,1
BR,-3,pt,GPU_3A,0,45,0
BR,-3,pt,GPU_1,3,48,1
US,-4,en,GPU_8A,0,133,1
US,-5,en,GPU_3A,16,65,1
US,-5,en,GPU_4A,1,351,1
IT,1,it,GPU_4A,10,71,1
VN,7,en,GPU_3A,2,74,1
JP,9,ja,GPU_5A,1,10,1
AR,-3,es,GPU_3A,0,26,0
US,-5,en,GPU_3A,1,26,1
BO,-4,en,GPU_3A,1,68,1
GB,1,en,GPU_5P,11,72,1
US,-8,en,GPU_8A,12,14,1
ZA,2,en,GPU_9A,0,111,1
MV,5,en,GPU_4A,0,9,1
IT,1,it,GPU_3A,1,9,0
TR,3,tr,GPU_3A,2,37,0
BR,-3,en,GPU_1,1,9,0
AU,10,en,GPU_3A,1,58,1
UZ,5,ru,GPU_4A,2,93,1
VN,7,en,CPU_1,1,21,0
VN,7,en,GPU_1,1,73,1
MA,1,en,GPU_1,1,18,1
VN,7,vi,GPU_3A,1,42,0
IN,5,en,GPU_3A,0,28,1
VN,7,vi,GPU_3A,0,44,0
VN,7,vi,GPU_3A,1,35,1
FR,1,fr,GPU_3A,16,42,1
PK,5,en,GPU_3A,1,94,0
VN,7,vi,GPU_3A,0,30,0
ID,7,id,CPU_1,6,4,0
IN,5,en,GPU_3A,0,93,0
CA,-7,en,GPU_3A,0,68,1
NL,2,nl,GPU_4A,0,27,1
US,-8,en,GPU_9A,0,47,1
VN,7,vi,CPU_1,3,8,0
US,-7,zh,GPU_3A,1,20,1
VN,7,vi,GPU_3A,1,35,0
KR,9,ko,GPU_8A,2,12,1
GB,0,hu,GPU_1,0,39,1
VN,7,en,CPU_1,4,29,1
RO,2,en,GPU_6,0,4,1
RU,3,ru,GPU_3A,0,11,0
IN,5,en,GPU_3A,0,26,0
PT,1,pt,GPU_3A,1,68,1
VN,7,vi,GPU_3A,2,81,0
UA,3,en,GPU_4A,0,26,1
CL,-4,es,GPU_3A,1,54,1
US,-5,en,GPU_1,3,20,1
TR,3,tr,GPU_3A,2,28,0
VN,7,en,GPU_3A,2,46,1
BR,-3,pt,GPU_3A,1,55,0
IN,5,en,GPU_3A,1,57,0
VN,7,en,GPU_3A,7,76,1
US,-4,en,GPU_4A,1,74,1
US,-7,en,GPU_6,8,8,1
DE,2,en,GPU_4A,1,25,1
HU,2,hu,GPU_3A,0,11,1
GB,7,vi,GPU_3A,2,27,0
IQ,3,en,GPU_1,3,8,0
IE,1,en,GPU_3A,3,104,1
CH,2,fr,GPU_3A,19,30,1
KR,9,ko,GPU_5P,1,77,1
IN,5,en,GPU_1,1,66,0
IT,1,en,GPU_5P,1,49,0
VN,7,en,CPU_1,5,22,0
ZA,2,en,GPU_3A,1,1,1
BY,3,en,GPU_8A,5,87,1
BR,-3,pt,GPU_3A,0,11,0
VN,7,ja,GPU_3A,1,48,0
VN,7,en,GPU_3A,0,16,0
VN,7,vi,GPU_3A,0,36,0
VN,7,vi,GPU_3A,0,93,0
CH,2,de,GPU_8A,0,16,1
BR,-3,pt,GPU_4P,0,55,1
NG,-3,en,GPU_3A,1,49,1
VN,7,vi,GPU_3A,0,11,0
US,-4,en,GPU_9A,0,44,1
CO,-5,es,GPU_7A,0,53,1
VN,7,vi,GPU_3A,1,59,1
VN,7,en,CPU_1,1,28,1
CA,-3,en,GPU_3A,0,25,0
DE,1,de,GPU_3A,0,13,0
MX,-6,es,CPU_1,1,50,1
FR,1,fr,GPU_3A,1,21,1
UA,3,uk,GPU_3A,0,25,0
IL,2,en,GPU_3A,1,96,1
MX,-8,es,GPU_3A,16,56,1
QA,3,en,GPU_1,1,27,1
CA,-4,en,GPU_8A,11,36,1
US,-8,en,GPU_1,2,23,1
KZ,6,ru,GPU_8A,1,25,1
LB,2,en,GPU_3A,18,32,1
QA,3,en,GPU_3A,1,12,1
RO,2,en,GPU_5P,0,14,1
VN,7,vi,GPU_3A,1,111,1
VN,7,en,GPU_3A,2,26,1
NL,2,en,GPU_3A,1,49,1
CO,-5,es,GPU_3A,0,7,1
US,-8,en,GPU_9A,0,38,0
AE,4,en,GPU_9A,0,44,0
CL,-3,es,GPU_3A,0,5,1
CO,-5,es,GPU_3A,1,49,1
IN,5,en,GPU_3A,0,58,0
ES,2,es,GPU_6,2,28,1
DE,1,de,CPU_1,0,16,1
IR,3,en,GPU_1,3,11,0
NZ,13,en,GPU_3A,2,66,0
VN,7,vi,GPU_3A,1,67,1
GB,0,en,GPU_3A,16,97,1
DE,2,de,GPU_3A,6,47,1
RO,2,ro,GPU_8A,2,205,1
US,-4,en,GPU_3A,2,31,0
VN,7,vi,CPU_1,5,5,0
US,-5,en,GPU_5P,1,106,1
DE,2,en,GPU_4A,2,151,1
US,-8,en,GPU_5P,1,87,1
VN,7,vi,CPU_1,5,20,1
US,-6,en,GPU_8A,1,74,1
VN,7,vi,GPU_3A,1,145,1
VN,7,vi,GPU_1,0,66,0
UA,3,en,GPU_3A,0,28,1
VN,7,vi,GPU_3A,1,17,1
GB,1,en,GPU_4A,0,17,1
BR,-3,pt,GPU_3A,0,32,0
JO,2,en,GPU_3A,2,77,1
CA,-6,en,GPU_3A,1,67,1
VN,7,vi,GPU_4A,8,32,1
VN,7,en,GPU_4P,5,25,1
IN,5,en,GPU_3A,0,57,0
EG,2,en,CPU_1,0,44,0
GB,1,it,GPU_3A,1,28,1
JP,9,ja,GPU_7A,0,23,1
US,-7,en,GPU_4A,1,29,1
VN,7,en,GPU_1,1,58,1
PT,1,pt,GPU_4A,0,10,1
VN,7,vi,CPU_1,2,38,0
US,-8,en,GPU_3A,0,93,1
US,-4,en,CPU_1,27,26,1
DE,2,de,GPU_9A,0,42,1
CZ,2,en,GPU_4A,1,10,1
CA,-4,en,GPU_3A,8,96,1
BW,2,en,GPU_3A,0,27,1
EE,3,ru,GPU_7A,0,11,1
SE,1,en,GPU_4A,1,27,1
MG,2,fr,GPU_3A,7,35,1
RU,5,ru,GPU_3A,2,26,0
DE,1,de,GPU_3A,8,0,1
ES,2,es,GPU_4A,8,158,1
EG,2,en,GPU_4P,3,69,1
BR,-3,pt,GPU_4A,1,26,0
VN,7,en,GPU_3A,1,33,1
PT,0,pt,GPU_1,0,16,0
ID,7,id,GPU_3A,2,36,0
RS,1,en,GPU_3A,1,113,1
FR,1,en,GPU_7A,1,79,1
VN,-7,vi,GPU_3A,2,91,0
BR,-3,pt,GPU_3A,7,165,1
IN,5,en,GPU_3A,0,65,0
US,3,he,GPU_6,0,38,1
ZA,2,en,GPU_3A,1,153,1
CN,8,zh,GPU_3A,2,61,0
KZ,6,ru,CPU_1,2,18,1
PL,2,pl,GPU_3A,14,67,1
DE,2,de,GPU_3A,1,32,1
DE,1,en,GPU_3A,1,41,1
LV,2,en,GPU_3A,1,26,0
BD,6,en,GPU_1,1,22,1
AU,11,en,GPU_4A,1,38,1
IT,2,it,GPU_3A,4,22,1
US,-7,en,GPU_8A,0,32,1
GB,2,en,GPU_3A,8,302,1
IN,5,en,GPU_3A,0,27,0
VN,7,vi,GPU_3A,1,50,0
GB,0,en,GPU_4A,0,26,0
IT,1,it,GPU_3A,2,24,0
VN,7,vi,CPU_1,2,16,1
IL,3,en,GPU_3A,1,32,1
GB,1,en,GPU_3A,1,110,1
DE,1,de,GPU_3A,4,12,1
VN,7,vi,GPU_3A,2,42,1
GB,1,en,GPU_3A,1,25,1
ID,0,en,GPU_1,3,3,0
DE,2,en,GPU_3A,1,29,0
IN,5,en,GPU_3A,1,28,1
IN,5,en,GPU_3A,0,56,0
FR,2,fr,GPU_5A,1,72,1
CA,-5,en,GPU_3A,4,96,1
FR,1,fr,GPU_3A,20,58,1
DE,2,de,GPU_7A,7,17,1
FR,1,fr,CPU_1,1,53,1
KR,9,en,GPU_6,2,84,1
HN,-6,es,GPU_1,1,66,0
VN,7,en,GPU_3A,2,38,0
VN,7,en,GPU_1,0,12,1
GB,-6,en,GPU_1,3,2,0
DK,2,en,GPU_3A,3,90,1
US,-5,en,CPU_1,5,24,0
IN,5,en,CPU_1,2,57,1
US,-7,en,GPU_3A,1,47,0
CA,-8,en,GPU_3A,3,38,1
VN,7,en,GPU_3A,0,55,1
DO,-4,es,GPU_8A,3,3,1
PL,2,pl,GPU_3A,0,22,0
GB,0,en,GPU_5P,0,35,1
VN,7,en,GPU_3A,2,310,0
JP,9,en,GPU_3A,1,41,0
VN,7,en,CPU_1,1,22,1
EG,2,en,GPU_3A,3,99,1
VN,7,en,GPU_3A,24,68,1
US,-4,en,GPU_3A,1,28,0
US,-8,en,GPU_3A,44,149,1
VN,7,en,GPU_3A,2,36,1
US,-5,en,GPU_3A,0,24,1
VN,7,en,GPU_3A,1,40,1
GB,1,en,GPU_4A,0,10,1
VN,7,vi,GPU_3A,2,34,0
VN,7,en,GPU_4A,7,53,1
VN,7,vi,GPU_3A,0,53,1
VN,7,vi,GPU_4A,0,44,1
BR,-3,pt,GPU_3A,1,46,0
VN,7,en,GPU_3A,2,14,0
US,-7,en,GPU_8A,1,9,1
ES,2,es,CPU_1,3,46,1
CA,-4,en,GPU_4A,4,35,1
HU,2,en,GPU_5A,15,38,1
IT,1,it,GPU_3A,4,101,1
NL,2,en,GPU_4A,0,11,1
TR,3,tr,GPU_1,3,0,0
GB,0,en,GPU_8A,1,41,1
ES,1,es,GPU_5P,1,25,1
AZ,4,en,GPU_1,0,7,0
VN,7,en,GPU_4A,1,13,1
SG,8,en,GPU_3A,0,58,0
VN,7,vi,CPU_1,2,7,1
VN,7,en,GPU_3A,2,33,0
US,-6,en,GPU_3A,2,79,1
VN,7,en,GPU_3A,1,28,1
US,-4,en,GPU_3A,2,25,0
DE,2,de,GPU_4A,1,26,0
JO,3,en,GPU_3A,1,55,1
BR,-4,pt,GPU_3A,1,50,1
US,-4,en,GPU_4A,4,56,1
NG,1,en,GPU_3A,1,53,1
CA,-7,en,GPU_3B,1,20,1
HK,8,en,GPU_6,1,133,1
US,-5,en,GPU_1,1,12,0
PT,0,pt,GPU_3A,1,259,1
KR,9,ko,GPU_3A,16,37,1
GB,1,en,GPU_8A,0,43,1
BR,-3,pt,GPU_3A,0,111,1
PL,2,pl,GPU_3A,3,66,1
US,-7,en,GPU_6,8,102,1
DE,-6,en,GPU_1,3,3,0
VN,7,vi,CPU_1,12,29,1
TH,7,th,GPU_3A,0,31,0
US,-5,en,GPU_8A,0,45,1
BR,-3,pt,GPU_3A,0,64,0
VN,7,vi,GPU_3A,2,60,1
VN,7,vi,GPU_3A,1,25,0
NL,2,en,GPU_3A,0,38,1
VN,7,en,GPU_3A,2,99,1
CH,1,en,GPU_2,3,50,1
AU,11,en,GPU_3A,2,29,1
US,-8,en,GPU_1,0,15,1
FR,1,fr,GPU_3A,2,33,1
US,-4,en,GPU_4A,0,29,0
BR,-3,pt,GPU_3A,1,106,1
IN,5,en,GPU_3A,10,324,1
IN,5,en,GPU_8A,1,45,1
HU,1,hu,GPU_9A,5,42,1
VN,7,vi,CPU_1,1,71,0
PH,8,en,GPU_3A,1,81,0
DE,3,en,GPU_3A,1,11,0
RO,2,en,GPU_3A,1,84,1
DE,1,de,GPU_8A,7,71,1
GB,1,en,GPU_3A,2,87,1
MY,8,en,GPU_3A,0,79,1
CA,-4,en,GPU_3A,1,28,0
VN,7,en,GPU_9A,4,185,1
DE,1,de,CPU_1,1,3,0
US,-5,en,GPU_3A,0,73,1
MY,8,en,GPU_3A,0,99,1
US,-4,en,GPU_8A,0,65,1
AU,10,en,GPU_4A,1,37,1
GB,1,en,GPU_4A,1,294,1
DE,1,de,CPU_1,1,16,1
PL,2,pl,GPU_7A,10,40,1
US,-5,en,GPU_1,0,9,1
CA,-6,en,GPU_1,3,2,0
VN,7,vi,GPU_9A,0,43,0
ET,-8,en,GPU_3A,0,6,0
VN,7,vi,GPU_3A,1,25,1
CI,0,fr,GPU_3A,0,31,1
CA,-5,en,GPU_9A,4,161,1
CA,-4,en,GPU_3A,0,29,0
NL,2,en,GPU_4A,0,39,1
VN,7,vi,GPU_4A,3,73,1
MA,1,fr,GPU_3A,2,130,1
FR,2,fr,GPU_3A,0,32,1
HR,2,en,GPU_3A,1,23,1
FR,2,fr,GPU_3A,1,25,0
IN,5,en,GPU_3A,2,81,1
DE,2,de,GPU_3A,1,10,1
ID,7,en,GPU_3A,1,50,0
DE,2,de,GPU_4A,1,25,1
VN,7,en,GPU_3A,21,64,1
AU,11,en,GPU_9A,1,43,1
VN,7,en,GPU_3A,3,28,1
IN,5,en,GPU_3A,0,23,0
EG,2,en,CPU_1,0,25,0
CH,2,de,GPU_3A,1,32,0
IE,8,en,GPU_3A,0,10,1
PT,0,pt,GPU_3A,1,31,1
VN,7,vi,CPU_1,1,57,1
IL,3,en,GPU_3A,1,73,1
DE,2,de,GPU_3A,1,36,1
VN,7,en,GPU_3A,2,113,1
FR,2,fr,GPU_4A,4,28,1
NG,1,en,GPU_3A,2,27,1
PL,2,pl,GPU_3A,7,78,1
MN,8,en,GPU_8A,0,24,1
MX,-5,es,GPU_3A,1,10,0
US,-4,en,GPU_5P,4,130,1
BG,2,en,GPU_3A,1,68,1
HK,8,zh,GPU_3A,7,212,1
KR,9,ko,GPU_3A,0,13,1
US,-5,en,GPU_5,0,0,1
CA,-7,en,CPU_1,1,73,0
CH,2,fr,GPU_4A,0,23,0
VN,7,en,GPU_1,1,124,1
ID,7,en,CPU_1,1,33,1
PH,8,en,GPU_9A,0,120,1
IN,5,en,CPU_1,3,5,0
TR,3,tr,GPU_8A,1,47,1
US,-8,en,GPU_1,0,14,0
RO,3,ro,GPU_3A,0,55,1
VN,7,vi,GPU_3A,1,133,0
VN,7,en,GPU_3A,0,100,1
FR,2,fr,GPU_3A,1,37,1
NL,2,en,GPU_8A,1,55,1
DE,1,fr,GPU_3A,0,40,0
VN,7,vi,GPU_3A,0,71,1
MX,-5,en,GPU_3A,1,51,1
DO,-4,es,GPU_8A,2,186,1
HU,1,en,GPU_1,0,5,0
BG,3,en,GPU_3A,0,85,1
AT,-4,en,GPU_4A,0,28,1
CA,-5,en,GPU_3A,0,17,0
VN,7,en,GPU_3A,1,10,0
IN,5,en,GPU_3A,0,28,0
VN,7,vi,GPU_3A,0,47,1
AU,11,en,GPU_1,10,21,1
FR,1,fr,GPU_9A,0,38,0
AU,10,en,GPU_4A,0,20,1
VN,7,en,GPU_3A,1,41,1
GB,1,en,GPU_4A,1,115,1
VN,7,en,GPU_3A,3,78,1
US,-4,en,GPU_4A,1,116,1
EC,-5,es,GPU_3A,12,51,1
US,-7,en,GPU_3A,0,8,1
VN,7,vi,GPU_3A,1,51,0
TW,8,zh,CPU_1,0,4,0
AM,4,en,GPU_3A,9,51,1
IN,5,en,GPU_3A,2,10,0
US,-4,en,GPU_8A,2,25,1
BH,3,en,GPU_3B,0,24,0
RS,1,ru,GPU_3A,18,55,1
VN,7,vi,GPU_3A,1,83,0
CA,-7,en,GPU_4A,0,12,1
GB,1,en,GPU_9A,1,45,1
KR,9,ko,GPU_7A,4,60,1
GN,-8,fr,CPU_1,6,36,0
VN,7,en,GPU_3A,1,41,0
PH,8,en,GPU_3A,0,8,0
IL,3,en,GPU_3A,3,42,1
US,-4,en,GPU_3A,15,94,1
FR,2,fr,GPU_3A,0,42,1
BR,-3,pt,CPU_1,1,12,0
NL,2,nl,GPU_4A,3,54,1
DK,1,en,GPU_4A,1,39,1
VN,7,en,CPU_1,1,57,0
TW,8,en,GPU_4P,1,74,1
CA,-7,en,GPU_4A,0,24,0
PL,1,pl,GPU_3A,1,48,0
VN,7,en,GPU_9A,1,39,0
ID,7,en,GPU_4P,1,55,0
RO,3,fr,GPU_4A,1,24,0
UZ,5,ru,GPU_8A,1,101,1
VN,7,vi,GPU_3A,0,142,1
VN,7,vi,CPU_1,0,37,0
IN,5,en,GPU_4A,0,52,1
FR,1,fr,GPU_3A,20,91,1
VN,7,en,GPU_3A,2,170,1
US,-5,en,GPU_3A,0,30,1
BG,3,bg,GPU_5A,1,25,0
JP,9,en,GPU_3A,0,17,0
IN,5,en,GPU_3A,0,29,0
US,-4,en,GPU_4A,6,61,1
US,-8,en,GPU_3A,1,35,1
HU,1,en,GPU_3A,0,50,1
MX,-5,es,GPU_3A,1,51,1
VN,7,en,GPU_3A,0,125,1
CA,-5,en,GPU_3A,0,16,0
DE,1,de,GPU_4A,1,35,0
TR,3,en,GPU_4A,1,36,0
US,-5,en,GPU_3A,2,229,1
JP,9,ja,GPU_9A,0,89,1
OM,4,en,GPU_7A,14,7,1
BR,-3,pt,GPU_1,0,9,0
KR,9,ko,GPU_5P,12,101,1
CA,-4,en,GPU_3A,1,63,1
UA,2,en,GPU_3A,1,22,1
ES,1,es,GPU_3A,0,169,1
IN,5,en,GPU_3A,1,61,1
VN,7,en,GPU_1,0,5,1
IT,1,it,GPU_8A,3,238,1
EG,2,en,GPU_3A,1,83,0
KW,3,en,GPU_8A,0,10,1
US,-7,en,GPU_4A,0,9,1
MX,-6,es,GPU_3A,1,58,0
CA,-4,en,GPU_3A,0,29,1
DE,1,de,GPU_3A,2,66,1
IN,5,en,GPU_4A,0,36,0
PH,8,en,GPU_3A,1,34,0
DK,2,da,GPU_4A,8,162,1
VN,7,vi,GPU_3A,2,65,1
IN,5,en,GPU_3A,0,24,0
ES,1,es,GPU_3A,0,12,1
US,-7,en,GPU_3A,1,52,1
VN,7,en,CPU_1,7,37,1
VN,7,en,GPU_3A,0,37,1
MD,2,ru,GPU_3A,0,3,1
BR,-3,pt,GPU_1,0,15,0
VN,7,en,GPU_3A,0,133,1
AU,7,vi,CPU_1,1,24,0
FR,1,fr,GPU_4A,0,30,1
NG,-5,en,GPU_3A,0,9,0
FR,1,fr,GPU_3A,1,50,1
RU,2,en,GPU_3A,2,28,0
IQ,3,en,GPU_1,1,9,0
VN,7,vi,GPU_3A,2,86,1
VN,7,vi,CPU_1,3,24,0
US,-5,en,GPU_3A,2,35,1
VN,7,en,GPU_3A,1,150,1
HN,-6,en,CPU_1,0,44,1
BR,-3,pt,GPU_3A,1,32,0
VN,7,vi,GPU_4A,0,80,1
BR,-3,pt,GPU_5,0,11,1
US,-4,en,GPU_3A,0,25,1
CO,-5,es,GPU_3A,0,26,1
IR,4,en,GPU_3A,0,30,0
US,-4,en,GPU_3A,1,26,1
US,-5,en,GPU_4A,2,25,1
US,2,en,GPU_8A,2,14,1
SA,3,en,GPU_3A,0,10,1
JP,9,en,GPU_3A,1,10,0
US,-8,en,GPU_4A,4,30,1
VN,7,vi,GPU_3A,2,10,1
IT,2,it,GPU_4A,1,49,1
MX,-5,es,GPU_3A,2,82,1
VN,7,vi,CPU_1,3,29,0
VN,7,vi,GPU_3A,8,242,1
US,-7,en,GPU_4A,0,105,1
IT,2,it,GPU_3A,0,25,1
US,-8,en,GPU_1,2,7,1
BR,-3,pt,GPU_5P,0,51,1
IN,5,en,GPU_1,1,7,0
AE,4,en,GPU_3A,2,79,1
CH,2,de,GPU_3A,1,84,1
IE,0,en,GPU_4A,0,26,1
AT,2,en,GPU_3A,4,65,1
CO,-5,es,CPU_1,1,32,0
ES,2,es,GPU_3A,3,51,1
ES,1,es,GPU_9A,6,83,1
BR,-3,pt,GPU_3A,1,169,1
BR,-3,pt,GPU_3A,2,54,1
GB,0,en,GPU_3A,1,104,0
VN,7,vi,GPU_3A,0,81,1
VN,7,vi,GPU_1,1,12,1
JM,-5,en,GPU_3A,12,177,1
IN,5,en,GPU_3A,1,65,1
BE,1,nl,CPU_1,1,7,0
IN,5,en,CPU_1,0,32,0
IN,5,en,GPU_3A,1,60,0
VN,7,vi,GPU_3A,0,29,0
FR,2,fr,GPU_3A,1,69,1
AU,11,en,GPU_8A,1,54,1
PH,8,en,GPU_5P,1,70,0
VN,7,en,GPU_3A,1,44,1
US,-7,en,GPU_9A,1,56,1
TN,1,en,GPU_4A,1,32,0
ES,1,it,GPU_3A,0,10,1
BR,-3,pt,GPU_5P,0,399,1
FR,1,en,GPU_3A,1,37,1
CN,8,zh,GPU_3A,0,1,1
VN,7,en,GPU_3A,9,58,1
IN,5,en,GPU_3A,1,50,0
NO,2,en,GPU_5P,7,27,1
GB,1,en,GPU_5P,1,61,1
US,-5,en,GPU_9A,0,44,1
IT,2,it,GPU_3B,2,11,1
IN,5,en,CPU_1,2,26,0
GB,0,en,GPU_1,2,8,0
US,-4,en,GPU_4A,2,28,1
VN,7,en,CPU_1,5,24,1
TR,3,tr,GPU_4A,1,11,1
CZ,1,en,GPU_3A,1,133,1
VN,7,vi,GPU_1,0,44,1
VN,7,en,CPU_1,3,13,1
TR,3,en,GPU_3A,5,113,1
BE,1,en,GPU_3A,32,29,1
GB,1,en,GPU_3A,1,47,1
KR,9,ko,GPU_3A,2,28,0
GB,0,en,GPU_3A,1,91,0
PL,1,pl,GPU_3A,2,13,0
CH,1,fr,GPU_3A,0,133,0
NL,1,nl,GPU_1,2,46,1
US,8,zh,GPU_5A,1,40,0
US,-4,en,GPU_3A,1,90,1
VN,7,vi,GPU_3A,6,123,1
IN,5,en,GPU_3A,0,29,0
VN,7,vi,GPU_3A,2,26,1
US,-6,en,GPU_3A,3,10,1
GR,2,en,GPU_3A,1,25,1
RO,2,ro,GPU_4A,0,31,0
VN,7,en,GPU_3A,0,16,0
VN,7,vi,GPU_3A,3,85,1
HK,8,zh,GPU_3A,2,8,0
VN,7,en,GPU_5,12,0,1
US,-4,en,GPU_3A,1,42,1
IT,2,it,GPU_3A,0,183,1
KR,9,ko,GPU_3A,0,27,0
AR,-3,es,GPU_3A,0,73,1
US,-4,en,GPU_7A,0,25,1
VN,7,en,GPU_3A,4,10,1
GB,1,en,GPU_4A,1,57,1
BY,3,ru,GPU_3A,1,24,0
CH,2,de,GPU_9A,1,65,1
IT,2,it,GPU_8A,1,16,1
VN,7,en,GPU_5,0,25,1
MX,-6,es,CPU_1,3,8,0
BY,3,en,GPU_3A,0,7,0
NG,1,en,GPU_3A,0,9,1
CA,-7,en,GPU_8A,1,92,1
RU,3,ru,GPU_3A,2,31,0
ZA,2,en,GPU_3A,0,5,1
DK,2,en,GPU_3A,18,64,1
VN,7,en,CPU_1,1,133,1
NL,1,nl,GPU_1,3,9,1
RU,5,ru,GPU_3A,2,36,1
HK,8,zh,GPU_1,24,13,1
AZ,4,en,GPU_3A,1,107,1
VN,7,vi,GPU_3A,1,9,1
US,-4,en,CPU_1,2,37,1
IR,4,en,GPU_8A,1,32,0
RU,5,ru,GPU_3A,0,51,1
VN,7,vi,GPU_3A,0,28,1
US,-4,en,GPU_3A,5,16,1
VN,7,vi,GPU_3A,1,95,1
BR,-3,pt,CPU_1,5,5,0
AF,7,vi,GPU_5P,1,31,1
VN,7,en,GPU_1,0,15,1
PT,0,pt,GPU_3A,0,148,1
TW,8,en,GPU_3A,0,10,1
VN,7,en,CPU_1,0,26,0
BR,-3,pt,CPU_1,0,29,0
MY,8,en,GPU_1,1,5,0
RU,3,en,GPU_3A,2,92,1
MU,4,en,GPU_3A,3,63,1
BR,-3,pt,CPU_1,0,24,0
ID,7,en,GPU_4A,0,33,1
FR,1,fr,GPU_5P,1,51,1
AM,4,en,GPU_3A,1,81,1
GB,0,en,GPU_3A,0,9,1
US,-5,en,GPU_9A,0,92,1
VN,7,en,GPU_3A,0,42,1
GB,1,en,GPU_3A,0,24,1
IT,2,it,GPU_8A,1,9,1
VN,7,en,CPU_1,1,11,1
VN,7,en,CPU_1,16,62,1
US,-5,en,GPU_5A,0,10,1
ID,7,id,GPU_3A,2,26,0
VN,7,en,GPU_3A,0,14,1
PT,1,pt,GPU_3A,0,37,1
VN,7,vi,GPU_3A,1,12,0
UA,3,en,CPU_1,0,27,1
PA,-5,es,GPU_3A,0,133,1
US,-5,en,GPU_5P,2,51,1
IT,1,it,GPU_3A,0,1,1
DE,2,de,GPU_4A,1,51,1
SG,8,th,GPU_3A,1,48,1
HK,8,zh,GPU_5A,4,28,1
ZM,2,en,GPU_3A,0,154,1
VN,7,en,CPU_1,1,38,1
NO,1,nb,GPU_7A,2,26,1
US,-6,en,GPU_1,3,0,0
AU,10,en,GPU_3A,4,99,1
IL,2,he,GPU_3A,0,175,1
BD,6,en,GPU_3A,2,57,0
KR,9,ko,GPU_3A,1,36,1
VN,7,vi,GPU_3A,1,8,1
SA,3,ar,GPU_3A,1,0,1
VN,7,vi,GPU_7A,0,6,1
VN,7,en,GPU_3A,0,65,1
IN,5,en,CPU_1,1,25,1
BE,1,nl,GPU_9A,2,64,1
DK,1,en,GPU_3A,2,53,0
CY,3,en,GPU_3A,6,15,1
IN,5,en,GPU_3A,0,43,1
AD,1,es,GPU_3A,1,49,0
IN,5,en,GPU_7A,0,5,1
GR,-4,en,GPU_3A,1,39,1
LK,5,en,GPU_3A,1,24,0
RU,3,ru,GPU_3A,0,29,1
US,-5,en,GPU_4A,1,31,0
VN,7,vi,GPU_3A,1,47,1
KR,9,ko,GPU_3A,1,52,1
JP,9,ja,GPU_3A,0,29,1
VN,7,vi,GPU_3A,1,28,0
BA,2,en,GPU_4A,0,50,1
VN,7,en,GPU_1,3,0,0
VN,7,vi,CPU_1,1,46,1
CA,-5,en,GPU_1,0,13,0
EG,2,en,GPU_3A,1,58,0
VN,7,vi,GPU_4A,0,73,1
MT,2,en,GPU_4A,0,28,1
BR,-3,pt,GPU_3A,2,54,1
VN,7,vi,GPU_3A,13,63,1
BE,2,nl,GPU_7A,0,81,1
AE,4,en,GPU_3A,1,76,1
BY,3,ru,GPU_4A,0,26,0
US,-9,en,GPU_5P,0,48,1
VN,7,vi,CPU_1,1,15,1
IT,2,it,GPU_4A,0,436,1
VN,7,vi,CPU_1,13,12,1
US,-6,en,GPU_5P,1,46,0
DE,2,en,GPU_3A,1,27,1
VN,7,en,GPU_3A,1,24,0
AU,11,en,GPU_5P,1,52,1
NO,2,nb,GPU_3B,3,36,1
VN,7,vi,GPU_3A,0,31,1
US,-4,en,GPU_3A,0,32,1
NL,2,en,GPU_3A,0,71,1
VN,7,vi,GPU_3A,4,164,1
IL,2,en,CPU_1,1,39,0
NL,2,nl,GPU_7A,5,10,1
FR,1,en,GPU_3A,4,15,1
MA,0,fr,GPU_3A,0,196,1
JP,9,en,GPU_1,1,20,1
AF,7,en,GPU_1,0,10,0
VN,7,en,GPU_1,0,4,1
VN,7,en,GPU_3A,1,17,1
US,-7,en,GPU_3A,0,1,1
OM,4,en,GPU_3A,0,104,1
US,-8,en,GPU_3A,3,0,1
US,-7,en,GPU_3A,0,10,1
CA,-4,en,GPU_3A,1,217,1
VN,7,en,GPU_3A,0,20,1
KR,9,ko,GPU_3A,1,62,0
AU,-8,en,GPU_8A,0,33,1
MD,2,ru,GPU_3A,2,45,1
AU,9,en,GPU_3A,0,31,0
TR,3,en,GPU_3A,1,47,1
HU,2,hu,GPU_3A,3,10,1
KR,9,ko,GPU_4A,2,50,1
RU,3,en,GPU_3A,1,26,0
KR,9,ko,GPU_5A,3,16,1
KR,9,en,GPU_3A,1,14,1
IT,1,it,GPU_1,0,5,0
US,-5,en,GPU_4A,1,68,0
VN,7,en,GPU_3A,1,73,0
GE,5,en,GPU_3A,2,25,0
KR,9,ko,GPU_3A,15,0,1
VN,7,vi,CPU_1,0,30,1
NL,2,en,GPU_4P,3,45,1
CH,2,it,GPU_3A,0,10,1
RO,3,en,GPU_5P,1,48,1
